number,sample,locality,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84
45,PMB1793,LopezMateos,-27.38081109,33.18640216,2.791057186,4.424716538,-1.500796281,-1.05666056,0.625371811,-2.038514098,0.19836964,-5.097771734,-0.203884686,-0.03539091,4.133479605,-5.86569461,-9.45259191,8.086531109,-7.643998287,-3.071504483,1.230833957,1.441826642,-1.7597378,3.428975638,-0.921151906,1.133928168,-0.446286076,-1.020912094,0.801802269,-0.268501055,-1.576534789,0.544512699,1.59665664,0.974474264,1.777016345,0.40936252,-0.337647362,0.18201638,-0.327316211,0.919277703,-0.771618516,-1.289605821,1.780849004,-1.605896645,-0.170431255,-3.327335304,-0.664332626,-1.121819789,0.068550457,-0.081550935,0.728603283,8.264312379,-6.09451733,-0.316052795,-3.858173316,-2.419059884,-1.620316923,-2.25756846,-9.049999065,0.612729685,12.5754946,-3.373682609,5.932319471,6.091024809,-1.69646645,-10.60966394,-3.789730954,2.653179305,5.602008003,-2.00019654,-19.14420042,2.635981122,12.97146789,-26.87427588,10.02368597,-3.566425521,3.818192815,-1.285548431,1.407968581,-5.195990271,-5.610290947,-11.12939396,11.57562013,0.38270893,1.128514589,-2.55E-13
46,PMB1802,LopezMateos,-24.47184521,32.08782681,2.672227054,4.05711203,-1.838554321,-2.636231964,0.452771698,-0.029210403,-1.413030297,-5.426370289,-1.013413086,0.038117752,4.416391733,-5.658406642,-9.686480784,8.138387347,-7.677612072,-3.425377113,-0.485058532,0.609595332,-1.159070513,2.284916554,-2.567427247,0.794514326,-0.398312428,-1.389769418,0.546816248,-0.756208539,0.229556315,1.018379651,2.624557619,1.377269424,0.545657386,-0.323636776,-1.579191471,0.195052518,1.21485394,-0.942407482,-1.340029709,-1.109226907,0.325821394,0.877081887,0.076990115,-2.295287011,0.962315924,1.794318696,1.054554323,0.264315907,-0.02623419,8.143384336,-10.83654882,-5.281296815,-0.926115439,6.594080791,-2.899160354,-3.558776465,4.800244242,-5.798877508,-5.837690668,6.359702209,-22.29176915,-6.193825117,-7.258331359,-18.52237013,-8.98774744,16.29880298,-12.37364295,3.486005844,9.319175465,1.273993938,2.333780542,8.834450106,-4.141637407,3.12265329,7.053174773,5.829839264,-10.24989893,0.680052014,-1.499540979,-14.36806101,-1.441116594,0.473106702,-0.745510002,-4.28E-13
47,PMB1803,LopezMateos,-18.93598387,28.68096496,1.146906927,2.918912377,-1.248137,-2.123907976,0.358509392,-1.211136889,-0.008120639,-4.398118989,0.551537331,-0.503273722,3.61833036,-5.662442053,-8.932321792,7.396597474,-6.226407435,-2.158192559,0.397955091,1.162814784,-1.418209738,2.549584062,0.067439868,0.289741019,-1.364649203,-1.21191653,0.303965275,-0.971410734,-0.776441074,0.978652787,0.750560648,0.95131787,0.362399709,0.57391652,-1.591709225,-1.246541413,-0.277019274,0.485744066,0.304267396,-2.004245139,-0.556809261,0.617346183,-0.116644641,-1.726036745,0.961852012,-1.698231752,-0.480347873,1.629840757,-1.038475699,5.158952079,-7.244013226,-3.571597946,-3.154177727,-1.529423215,1.942151502,2.673379104,-1.637083258,1.130082585,3.227579316,0.366683024,1.504354824,0.529410257,7.7068874,6.30255836,-5.055520365,-0.026219871,2.86577797,8.685793179,-1.612818086,12.70573568,5.483425278,-3.821423544,-3.19428249,-7.219147444,-0.608890425,-3.229866443,1.626132948,-9.97575975,22.34547427,3.602966376,-31.60633737,0.188662602,-0.261351583,-3.60E-13
48,PMB1808,Atanasia,-24.26014192,34.36557304,7.399643232,-15.8038832,-3.319011017,-1.42435986,0.272930549,-0.283659835,-0.735594347,-0.123722799,0.417183085,0.416915066,-1.893200538,3.564091329,1.315109801,-0.401330384,1.721383914,0.507876245,-0.140504993,0.352672509,0.233541884,-2.380781264,-0.363857308,0.350840039,-0.322082055,1.276967683,0.148954448,0.913774102,0.88896553,-1.580208684,-0.828342361,-0.925677482,-2.071944839,-1.297471233,1.577612827,0.424337369,-0.095945277,0.323450928,-0.485810423,-1.08725335,-2.297856282,1.376597171,1.707201541,3.528668637,0.501280832,-1.671108138,-0.412586364,-0.097774938,0.70406426,-3.608847229,-12.89007588,7.712744269,1.169203786,0.54522704,7.16462514,0.755024384,6.844363013,0.825905605,0.480918392,4.043076437,2.505307305,0.342017144,-3.317842019,-0.825923841,-4.297310238,12.3513839,6.939724506,-5.757813751,-22.73657621,2.146594979,-13.34022724,10.98637162,4.815953414,19.25010434,-6.823011167,5.252537254,-4.637795304,-18.44866763,-3.9570296,9.649833845,-1.608760874,1.60501698,0.154433915,-3.46E-13
49,PMB1809,Atanasia,-26.79347224,37.45863479,7.195791196,-16.81856468,-3.148988002,-0.56756441,0.5087125,0.059818293,0.707157825,-0.227185409,0.234941663,-0.709783812,-2.507518076,3.425372555,2.584803162,-1.29241253,1.945953159,0.907722615,0.221104447,0.487301355,0.578263124,-1.57929788,0.536208242,0.302420862,-0.269157848,-0.650794413,0.396175663,0.199106053,1.193766906,-1.050305899,-0.822483487,-0.756402959,-0.617215604,0.366663935,0.419385702,1.292735723,-0.116752123,-0.447548745,-1.301743769,-0.200592351,-2.339876059,1.335464255,1.214439467,1.901153526,-0.901076025,-0.419816551,0.831992096,0.954515365,-0.378946403,-2.716485451,-8.449204604,1.231121481,5.517261832,-5.471961576,1.267858035,0.714089888,4.783210912,3.954985397,-1.883785908,2.721800132,3.918666535,2.80704609,-5.865383273,-5.734253944,-0.774917834,-0.700408852,1.032737794,-12.3200548,5.6456924,-0.807713583,7.394217134,0.938595876,3.734139328,-16.64131623,-9.288296904,22.04544609,-5.545172978,5.4058871,23.67706435,7.71820865,13.91724659,-1.278095215,0.547636763,7.05E-15
50,PMB1813,Atanasia,-25.91005584,38.24902119,9.118183697,-16.84736211,-2.683599909,-0.92368047,-0.01462444,0.073228107,1.106180849,-0.830917296,0.598635284,-0.098749382,-2.249453127,2.082321125,1.265397959,-0.912936099,0.615250195,0.491684901,0.082167094,1.112537377,-0.390516205,-1.14561388,0.734536185,-0.438597905,-0.107679129,-0.257164846,0.416595908,0.277888994,1.936373933,-1.16172844,-1.581001497,-0.792922684,-0.759604243,-1.277384506,0.560555534,1.864216816,0.218162759,0.163143499,0.164467699,-0.015276828,-1.735064132,0.889230081,-1.126075257,1.363166386,-0.080751895,-2.643592723,0.406652367,-1.420615292,-1.206318595,-2.542959742,-13.93292506,2.187737291,5.059132536,-6.058740812,0.403794379,2.311993108,5.088741128,4.512449758,-3.266757418,-5.345907917,4.562595083,-6.308075921,-2.49690613,-10.13639674,2.644122832,-0.545249057,0.842944258,-7.922960704,-4.761523703,-7.74012946,7.498807107,-6.304906028,-11.03310344,-4.710535893,9.18741265,-9.165555282,-8.587677996,20.64039778,-15.29059793,15.77334896,-15.22513341,0.191099361,-0.651575495,6.76E-14
51,PMB1814,Atanasia,-23.77904626,37.6655679,7.855111152,-15.13609689,-3.065823527,-1.775185828,0.123671634,-0.59685315,1.087567597,0.282531096,0.583573548,-0.414277122,-1.124987242,3.151909855,0.306933272,0.949035738,2.531983905,-0.251848327,0.228216685,-0.300027511,-1.3235364,-2.440001045,0.902445079,0.779922439,-0.972341142,-0.117367229,-0.181467568,2.104259154,0.785166513,-0.990280759,-1.145298347,-0.494900993,-1.417285822,-0.721981568,0.496136397,-0.47696942,-0.085045723,0.62813664,0.222091305,-0.16133619,-1.945750296,2.724207925,0.814636306,1.348955996,-0.959078213,-0.994828197,0.585957139,0.132272926,2.446546944,-4.733926573,-14.67488964,6.090379348,3.407643539,-9.39311765,-0.273884486,-3.586767619,5.682152453,4.595469208,4.738266572,9.703077307,0.355554809,6.084547899,10.20172758,12.48906202,-1.110995255,-3.465339479,23.04749233,0.307464182,19.45611917,-0.155627407,-1.924592611,-0.179416686,6.641737717,8.223718432,13.3071116,4.56325414,3.53453768,4.292514613,-5.192930619,-17.30380478,-1.752049606,0.035464956,1.800286547,-1.01E-13
52,PMB1817,Atanasia,-23.14201369,38.66300835,7.363863541,-16.50034398,-2.84434301,-1.811884538,-0.326277144,-0.494070953,0.591641828,-0.444144254,0.515118153,-0.890607776,-2.275668241,2.458687962,2.001594464,-0.591448987,1.473751114,1.188123818,0.560524694,0.113210782,-0.42678904,-2.519248382,-0.384343933,0.660454966,-0.16812624,0.772291851,0.578884703,-0.274723006,1.07414986,-1.952420834,-1.24024675,-0.51506937,-0.957352457,-0.746043191,0.640657922,0.735020589,0.319813653,0.136915532,-1.017019508,-1.135746791,-1.87083887,1.294481413,1.469918778,3.248907111,-0.444122015,-1.715083183,-0.536228155,1.015327399,-0.525128815,0.985861078,-19.66358432,-0.575078896,3.573111867,-6.32344344,-1.182286866,12.91256089,3.953103175,3.572527447,3.501265668,1.073362317,0.709844956,0.783415627,13.52337591,-6.394979283,-3.035372409,-14.59117931,-21.66254728,9.648977395,1.288782562,-0.963086062,-2.26904897,5.946232283,-2.135588789,-3.107130847,-12.31647141,-15.96622772,13.80381764,-5.064027054,-1.675703002,-5.680026457,9.73122089,0.831618061,-0.037918132,-1.62E-13
53,PMB1818,Atanasia,-24.16925246,41.6360957,9.827665662,-23.8216989,-5.428605846,-3.435421131,-0.661708138,-1.711840229,1.392079844,-0.023544386,0.711380163,-1.234533431,-4.589222259,6.538257403,3.280542667,-2.293665576,2.404655136,0.992159116,-2.515850844,3.201868875,0.123777501,-6.146297744,2.32126173,0.457038394,1.152323211,3.171889469,0.995636715,1.516641907,4.09175803,-4.339670611,-1.480176032,-1.581687843,-2.005693252,2.406848969,3.355938981,6.494645869,0.213116552,1.716244926,-7.948207596,-1.901019967,-12.16179864,2.575123408,8.193176262,17.51394574,-8.172663379,-2.776966022,8.718817016,7.441064538,-1.39940696,11.82014403,21.15698744,-5.968095574,-2.945541651,4.511416993,-1.080999044,-1.518609167,-3.434267192,-2.649083601,1.543743843,-2.356396232,-4.367256291,-0.438879799,-1.058345023,2.192827999,-0.109773966,1.493937233,-1.134258146,2.057701547,-0.771695112,0.999396052,0.950838389,-0.068487738,-2.557871603,-0.797161239,1.764914996,-1.210790224,0.838643307,-0.177817786,-0.769203142,-0.931297271,-1.320361264,4.325560388,23.01011668,-2.95E-14
54,PMB1819,Atanasia,-22.76419208,41.45323297,9.783268224,-21.90098743,-5.017087669,-2.880810383,-0.50128193,-1.437846872,1.567045731,-0.443224934,0.477541432,-1.084819403,-3.220494111,5.813914979,3.061930789,-1.541177832,2.153510358,0.864964877,-1.5594986,2.324127818,0.486007529,-5.888071179,1.929723509,0.975767493,0.453117548,2.171689481,1.007679563,1.895140912,3.365814039,-3.547867225,-0.685813755,-2.156444717,-1.874363169,1.9496075,2.423600967,5.069927592,0.244809335,1.251350706,-6.361188512,-1.195277397,-10.35827449,2.555931596,6.247562005,14.40070009,-7.243623892,-1.70050696,6.646361229,5.604432123,-1.184788166,8.624063057,17.29418561,-4.462164516,-1.83520811,4.124489302,-1.143426103,-2.320548832,-3.577074006,-1.809634874,2.443029594,-1.540395483,-2.494298409,0.754124189,-1.442322001,1.225835098,1.138658809,-0.142314718,0.931335579,1.946706183,-0.556854917,0.569970067,0.482765799,-0.242173801,1.833901937,0.051212982,1.963369054,-1.345589286,1.134907934,-0.544172814,-0.279780828,-2.554035777,-0.896633389,-6.052324207,-27.09162638,-3.23E-13
55,PMB1899,NapaMarsh,37.929601,-9.484488318,3.458344121,3.064270043,-9.391139589,-22.50704681,0.34364501,6.968755245,-3.896086484,-8.020584574,-22.77844577,-10.26314446,1.44269234,3.312528841,6.77338018,-5.909449791,-0.749766904,7.646309921,8.100844868,1.673255955,8.609990433,8.304083546,-5.129546646,9.637108348,12.15333609,3.590214242,-6.017659118,-17.25028843,10.40976,3.205741956,-6.862342138,-4.608659917,-11.48971346,21.23075138,-22.39914666,15.21652336,10.12657208,-13.03318291,-23.03551839,2.981574628,6.85972913,-5.161645307,-8.852604668,-7.133474842,-3.814572254,-1.870688348,0.410984267,0.180548612,-0.214429715,-1.786243581,-0.863486644,0.637578527,0.298469795,1.28722968,-0.26864475,-0.365238902,-0.4646751,0.072220051,0.053500074,1.076506527,1.309943629,-0.816860702,0.327771496,0.714404343,-1.176577316,-0.706124063,1.385634779,0.596574427,-0.63368726,0.016903354,-0.46887514,-0.204030911,-0.046322653,0.376128022,-0.019158915,0.111167369,0.355615099,0.073034639,-0.241106649,-0.383566063,-0.354727418,0.103647364,0.063675996,-7.00E-13
56,PMB1900,NapaMarsh,38.41088783,-8.677792227,3.750204612,0.625306085,-9.86980746,-20.03614888,0.429187988,10.88317023,-2.894567062,-0.203992046,1.016811368,8.962407787,17.8520207,15.59585723,44.66948354,29.30632582,-17.8284706,-3.699991764,-8.242700123,-12.29079035,5.106964284,13.77279906,5.61144562,4.422523045,-4.776510937,-4.201492805,0.827973187,9.35903351,3.536424462,-0.445973629,1.649692888,4.292139271,1.638229517,-8.26422402,1.2841185,-3.013958335,-5.130661663,3.599816432,3.93209265,-1.402301612,3.717187909,0.524530348,2.064545202,1.027484461,0.403918229,3.799067614,-2.236569505,-0.912140829,-4.633587404,1.64066985,1.405337171,-0.578287729,0.082204728,-1.227474708,0.295766979,0.722821263,0.297403798,-1.964258185,-0.310824826,-0.44941383,0.123620305,0.127072549,0.042796624,0.099476927,0.05692045,0.090021417,0.05878712,-0.303965399,0.161464198,0.067397937,-0.40114759,-0.792723634,0.322779792,0.019814315,-0.302407368,-0.531575525,-0.073717367,0.272262865,0.174162028,0.042371696,-0.154482034,0.194842645,0.193008142,-3.52E-13
57,PMB1901,NapaMarsh,39.59584045,-8.496686859,2.544614069,-0.904741816,-15.00773344,-34.17668919,-3.075258379,13.37239507,-4.626084075,-5.710504335,-34.81410514,-25.24123342,-2.452496119,-7.867093535,-11.93376455,-18.98350833,1.87823872,9.987222552,0.778834645,-4.509276405,-2.31885999,1.378404038,2.90405786,-7.54781963,-4.913898479,1.164257176,-3.342145834,13.44346986,-7.697373684,0.356341821,3.262073381,0.678465896,4.294888762,-17.59005524,10.85791492,-11.32770882,-9.022199176,4.347432492,13.4216231,3.371812926,0.636858834,0.736847759,2.21195168,0.895974456,0.158405584,2.360378749,1.04059007,1.556984817,-5.293195132,1.423321336,1.7133688,0.671062024,-0.027198534,-0.346170578,-0.42274822,-0.009460736,-0.321101335,-0.821546265,-0.43529582,-0.2950924,0.393650177,-0.205177906,0.546476312,0.009057894,0.804163534,0.235008349,-0.425354498,-0.547163606,-0.047789002,-0.191926885,0.020968395,-0.263501126,0.106545396,-0.262319433,0.230360424,0.099990612,-0.069637429,-0.140754496,0.047784181,0.039265954,0.353814485,-0.125162303,0.066118812,-3.86E-13
58,PMB1902,NapaMarsh,34.02649328,-2.295889828,1.498366309,-0.304879326,-5.857429464,-5.908938743,-0.0924793,2.912328263,-1.11775371,-0.127288726,1.70247418,-0.648812323,-2.480980519,2.417722774,-0.227488186,0.16493997,-0.740423652,-2.964578587,-2.67952104,2.496166231,1.793893132,0.262726237,-5.884683357,1.506389587,1.080418932,2.147507478,-0.11686892,-0.028041291,-0.380617767,1.56694354,0.932102828,-5.149797204,2.273659563,-3.271022605,-0.877945076,0.366722776,3.573197908,4.34080414,4.173061571,4.75897427,0.578821667,3.35362932,-2.788672401,7.174410688,6.140565102,8.603546238,-6.890132446,-1.873869928,57.68763963,2.402690368,2.060743103,-3.638970044,0.398527183,0.346213371,0.200561667,0.395216549,0.991491394,0.005540503,-1.53427134,0.080986904,2.17840037,-0.269415118,-0.629175238,-0.336988661,0.435961281,0.431751296,-0.752693017,0.221465077,-0.239122564,0.046656882,0.294485295,-0.465620795,-0.952983882,-1.180038874,-0.177539828,-0.438941653,0.667810095,-0.036808996,0.149285348,0.578350794,-0.545885591,-0.028623457,0.017783956,-3.74E-13
59,PMB1903,SFBNWR,42.7147841,-8.548197727,2.944974941,1.40509744,-9.075232246,-13.14488833,3.390877309,1.075628404,9.243097959,-3.849657874,6.390090397,7.778085052,-1.066700972,-0.582765573,3.627741321,3.953108764,7.327427555,-6.644577312,-2.930738009,25.67935945,-12.36879181,-30.31951518,23.97376289,22.33180623,4.811465134,-2.959744696,-4.107299813,4.486353898,-16.27067415,21.06278881,-1.148351468,0.598814331,6.229324329,7.391118337,6.21737835,9.108188638,-14.34266301,-3.365321932,0.497299632,9.766454618,5.874536472,-5.291959598,-2.648069484,-8.669889203,2.500520464,-2.068661155,-0.85521154,0.497942995,-1.269278829,-0.273854529,-0.559562695,-1.188702805,-1.214023423,0.238961047,0.368245164,-0.254544626,-0.784917764,-0.024691135,-0.074788247,0.393009128,-0.13171863,-0.784141312,-1.031377714,0.552253436,0.302841416,0.889939119,-0.956131042,0.511495307,-0.305793034,0.544499116,-0.192517587,0.583466723,-0.554005976,0.405567154,-0.453699284,-0.026743413,0.327482609,0.645816314,0.141670178,-0.111879262,0.309373323,-0.035489103,0.111014297,-2.62E-13
60,PMB1904,SFBNWR,40.82996705,-5.065584836,2.681505302,-1.89440297,-7.313268766,-9.841049813,-1.964151416,-3.049176083,4.580529562,5.069332268,1.731480115,2.93215558,-6.043083868,2.022685661,1.42687551,-1.187306233,3.115634084,-16.55482141,-7.526184283,7.036184074,5.071683208,-9.446071654,-1.96117797,-4.394557369,-5.06401555,-0.349943017,32.83727552,-16.93214807,-14.65596891,-18.28641764,14.13179667,-1.484637688,-6.217602812,-2.131668426,-25.94936305,-20.46202048,-0.932399988,-18.86241836,8.890839302,4.858065359,-5.230529548,4.214285866,5.950532607,-6.825646757,-1.946153947,1.267682003,0.982832798,-1.657430571,-2.71227899,0.595936258,2.428644339,-0.982082194,-0.783632146,-1.475400717,-0.346770558,-0.247021147,0.228315345,0.326455251,0.398752036,-0.376297857,0.056475125,-0.980188064,0.626801458,0.162722255,0.693182807,0.631736151,0.483775634,-0.152310215,-0.64402738,0.103800023,-1.08337151,-0.505935196,-0.327542087,-0.281172548,0.215057891,-1.001546422,-0.877351146,0.266226043,0.111746954,-0.076466086,0.93252194,0.175458631,0.187251988,-4.23E-13
61,PMB1905,SFBNWR,43.11018346,-6.002022425,1.346519663,1.760566768,-12.70115993,-26.3773126,1.959884174,-8.869178978,29.89685516,-7.427244793,24.3573604,35.17558986,-16.73942303,-8.510741463,-8.465319944,-10.90606377,3.989048992,20.20297507,11.84219284,-19.01821265,1.147915305,13.77289167,0.173704438,-1.475306595,2.165870866,-8.142525298,0.096012556,-1.569450695,2.227792747,-2.111213366,-1.406150932,1.140338887,3.679277614,-1.917007137,4.441647087,-1.968064833,0.487539086,-2.824704909,-2.820022677,1.394790293,3.711333664,0.60490782,-0.487483913,0.673343829,1.365477291,1.809020445,0.404944703,-1.269312375,-2.157174446,1.506790138,1.240439561,-1.321751887,0.327513375,-0.143214674,0.048920478,-0.606419555,0.55251779,-0.421001986,0.225281314,0.694797804,-0.443360691,0.541056807,0.332368176,-0.011656486,0.489409679,0.662150244,0.004671872,0.368885494,-0.241246569,0.210645117,-1.134832075,-0.078472488,0.238267871,0.000484523,0.154827759,-0.058313703,-0.30904069,0.368203428,0.1218923,0.055790074,0.395778642,-0.008483871,-0.01409369,-2.91E-13
62,PMB1906,SFBNWR,37.04805157,0.626263668,-0.216282297,-0.479361026,-6.310076788,-8.622073717,2.819749966,-5.951300978,3.0789252,-0.293285892,2.585412627,2.062457597,-2.537659078,2.987513699,-3.710689807,3.188243192,8.047657802,-8.713224449,-4.122243374,9.099131415,-11.07389885,-10.01278678,-1.51998286,-1.841975432,0.47696951,2.405996648,1.711922105,-0.594800276,14.03371727,-15.82042959,1.152864771,-1.590268622,-32.4125445,-2.23251541,3.340300979,5.626168944,14.98595869,30.16072897,13.78765155,-16.40643649,18.77150923,-3.78557536,-12.63223792,-7.671048744,5.195028406,6.152998097,3.223393598,3.224046379,-4.667013595,1.585008548,2.330453683,0.496019168,-0.191873564,0.308870437,-1.232650667,-1.913718037,-1.005299676,-1.46194533,-1.165541948,-1.068212283,-0.322235975,0.579653729,-0.371060105,0.700684771,0.855647369,-0.566478737,-0.396316518,0.453969126,0.301352093,-0.463846274,-0.606750229,-0.287183166,0.488724179,-0.047319442,-1.348151251,-0.185417795,-0.64124863,0.405928811,0.579430054,0.007065571,0.380788943,0.025752486,0.02722315,-5.45E-13
63,PMB1908,MadRiver,43.90784709,-1.23405584,1.771587798,0.565304343,-9.793401577,1.434944863,-2.338117845,-2.032193118,-5.125324242,7.211412574,4.506769005,-4.856810234,1.644972794,-4.358461498,2.798700914,-3.384913219,-0.096695969,-1.645181914,-7.340727161,-5.892853286,-8.699950255,-6.784747667,-4.668244649,-12.38074864,-12.45107986,-5.976430363,19.9975319,-12.2113902,17.19613017,31.32946144,-3.763683721,-31.22348825,21.51429766,-4.209706776,1.416546801,3.368346342,15.52708525,3.730337018,0.084865662,-4.562470405,9.912390305,-1.363965988,5.513649016,0.36231442,-3.72005299,-1.499462285,-3.764029104,6.422446552,-5.484239637,-1.008193901,1.000055516,0.379813681,1.627246865,-0.291015098,-0.625870802,-0.48540383,0.475412038,0.740609962,0.063114407,-0.686842839,0.278797909,0.53902037,0.548114318,-0.620185126,0.781019988,0.063197802,0.368727014,0.661284935,-0.111413639,-0.450461493,0.016759665,-0.188046135,-0.335427676,0.644118909,0.153954789,0.400748898,-0.659961003,-0.928552711,0.076306957,-0.687600341,-0.050103262,0.351655023,0.055640798,-1.69E-13
64,PMB1909,MadRiver,45.522316,-1.342998148,2.525721175,0.953537001,-9.754497921,1.628736072,1.060342117,1.073764401,-3.662299911,4.838168553,4.031564511,-3.851727111,-7.936976387,-2.985671698,0.173532633,-2.183436223,-6.851210285,1.209561628,-9.847795516,4.896728352,-8.361288504,-0.090293372,6.691862018,-12.34737885,-13.10376823,19.54026858,-2.190087731,-23.56582401,12.86301184,0.406438318,-20.25679728,42.77830171,14.10085106,10.19862032,-0.763920827,-3.774406062,-2.225736629,5.789863588,3.440343319,4.08973402,4.538728761,3.831768639,3.268736988,4.50374675,4.160398141,-1.612883763,-1.876021566,-3.098701568,-0.632892149,0.266601834,0.863382716,1.868828243,0.00441807,-0.549981092,0.312987497,-0.396694727,0.321911149,0.448024941,-1.795850911,0.701430024,-0.098189894,0.35224799,-0.357859518,-0.1879217,0.537000438,0.138562189,0.002789648,0.167111519,-0.239426863,0.137490511,0.23884384,-0.169174073,0.358056551,0.335334437,0.239478403,0.270537983,0.276558571,0.097124823,-0.06303635,-0.522973752,0.509081222,-0.195135019,-0.449320744,-1.19E-13
65,PMB1910,MadRiver,46.26745606,-0.757776011,4.057555471,0.198760709,-17.19679622,7.653630826,-3.006779327,-2.173634568,-22.64497349,39.68648784,17.84858929,-18.38106163,-21.89960678,-5.923090722,-4.521495206,15.23165181,-6.859550849,25.89915906,7.860222707,7.346707079,-0.188068194,13.0673254,7.483182541,10.36487578,4.64945187,-8.956227014,-2.771531133,-0.80452102,-9.751890884,-2.315609573,5.186042883,-2.912636738,-8.131240676,-2.935412141,-2.628868911,0.87255858,-1.795101038,1.174726842,0.346883351,1.920637228,4.15180673,1.362448072,2.479679466,-0.548844476,-4.462832254,1.584287749,-3.116745449,3.585671574,-2.13156399,0.612709562,0.117613723,0.178183216,-1.470410885,0.503596966,-0.265206805,-0.836134554,0.082604284,-0.457286157,-0.69769179,0.128434338,-0.056321329,0.060706686,-0.308963683,0.156315152,0.086109528,-0.096378357,-0.467419474,-0.193867387,0.666465628,0.655139532,0.050539452,-0.207351133,-0.049356294,0.112056304,0.149320948,-0.153812731,-0.63574193,-0.07264954,-0.714031725,0.277488872,0.238039199,0.123838609,-0.118758267,1.04E-13
66,PMB1911,MadRiver,43.55323321,3.172877187,2.170407657,1.362566828,-12.54017838,5.291193825,-0.734818743,1.434848948,-10.01288213,7.18092695,15.94179417,-7.903998231,-4.5685354,-5.793775461,-0.533830984,-21.99037669,-9.398141983,-41.02242022,2.309693,-28.32210099,-18.84299457,0.125117948,-5.49202128,13.59934682,8.998388377,-1.49740033,-13.61487425,8.406725346,7.984475581,-4.932209869,-3.282109172,0.206957357,-2.369779299,-4.447092468,-5.854910766,1.074464412,-10.91683448,-8.395159423,-2.712836225,3.515923498,1.372462155,-3.869028672,-2.237408837,1.256383418,-0.805942814,-2.477908902,-1.202051689,3.883603722,-2.114746033,-0.008596074,0.475250167,-0.379956951,0.924616749,0.489173923,0.238165517,0.065739346,-0.238360648,-0.872411378,0.235865062,-0.199501909,0.786923988,0.127917405,-0.621427797,0.176969453,-0.264763277,0.151561935,0.055573594,-0.063589151,0.327259549,0.480398441,-0.576454909,-0.183306386,-0.229692846,-0.196955691,0.236810097,-0.632790108,0.074868771,-0.068178251,0.376829618,0.449714095,0.33292615,0.030440452,-0.027655823,-5.66E-16
67,PMB1912,MadRiver,42.41391016,4.913034388,1.65254109,0.429045821,-6.901781384,2.449444964,-0.186469334,0.299477956,-3.087692409,4.351573097,3.98877024,-4.933612925,1.85952112,-1.73180669,-0.674357019,-0.184363299,-2.237805897,-1.399782029,2.175665452,-2.397430569,2.106547878,-3.031167641,-7.463320788,2.023382661,-1.973463272,2.575905142,1.729857953,3.155748422,-6.300025853,8.552616073,2.451664205,-2.85896258,0.861879127,3.295072564,3.190978881,-0.004085177,6.242343637,1.414399588,-2.776347255,-6.461369242,-7.51223248,-1.237132817,-8.754686696,7.465359734,10.99417926,1.762366651,25.60539216,-50.08389158,-3.960530024,2.15449899,0.460944342,-3.861415281,-1.39710977,0.168766249,0.673025253,0.500218755,-0.529235945,-0.036114715,-1.557459368,-0.625992711,-0.192355363,0.694598542,1.017018358,1.713071833,-0.341364025,-1.578264083,1.041105557,-0.730569915,-0.028619833,0.520615797,-0.750560947,0.264109233,-0.259516601,-0.468746534,-0.824670198,-0.475804276,-0.676817798,-0.436994629,0.390784014,-0.152907725,0.921667782,0.237241173,0.099168707,1.99E-13
68,PMB1913,Upland,49.48446303,0.850773169,3.003181932,-0.073185056,-13.77469348,16.43908927,-1.305202769,-0.674973853,4.740610547,-1.692687644,-6.204591989,6.625770331,3.396959908,-2.44782095,4.867702022,-2.548784218,-3.16892549,-17.76989349,18.85339424,18.3817576,13.06558427,11.017168,17.59873044,-21.8464922,29.30923601,1.168511998,-1.854198895,-1.516650773,-9.191965625,-3.537199933,-20.72162409,-3.103283998,4.139647151,-22.07044934,5.832977203,0.355656573,14.32619707,-1.036189507,-2.827174573,1.134808941,1.232701999,1.181268803,4.412735058,-3.712414526,-1.533385862,-1.066355136,0.77819164,-1.463842426,-1.407551031,0.599920698,0.596613506,-0.324713113,0.987443886,0.173623036,-0.025809015,-0.733959838,0.521028097,-0.45776359,0.421304411,-0.203631773,-0.436048058,0.304220544,-0.425370874,-0.05436551,-0.217965479,-0.192987305,0.522398514,0.82266017,0.434600176,0.30349134,-0.200301139,0.69377702,-0.253505034,0.181496148,-0.407862817,-0.007483766,0.283787995,-0.291267016,0.307804303,-0.599182163,0.003258359,-0.022997661,-0.128665354,9.37E-15
